S_number,Brand,Model,Variant,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,paint_color,condition,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
2500,Hyundai,Santro,Xing GLS      ,Hyderabad,2007,69775,Petrol,Manual,Second,18,1086,62,5,,185000,brown,good,10,159,4,1,2,2
2501,Maruti,Swift,VDI BSIV      ,Hyderabad,2016,51787,Diesel,Manual,First,18,1248,null ,5,,645000,orange,good,18,169,1,1,0,6
2502,Honda,Aord,2001-2003 2.3 VTi L AT   ,Jaipur,2009,88000,Petrol,Automatic,First,11,2354,142,5,,525000,,,9,18,4,0,0,-1
2503,Maruti,Ertiga,VDI       ,Kolkata,2014,47052,Diesel,Manual,First,21,1248,89,7,,599000,white,good,18,69,1,1,0,10
2504,Ford,Fiesta,Classic 1.4 Duratorq LXI    ,Kochi,2015,69749,Diesel,Manual,First,19,1388,67,5,,382000,,good,8,76,1,1,0,-1
2505,Audi,Q7,3 TDI Quattro Premium Plus   ,Hyderabad,2012,79000,Diesel,Automatic,First,12,2967,241,7,,3900000,white,,1,137,1,0,0,10
2506,Audi,A4,35 TDI Premium     ,Coimbatore,2016,39644,Diesel,Automatic,First,17,1968,174,5,,2575000,black,good,1,10,1,0,0,0
2507,Tata,Indica,Vista Quadrajet VX     ,Hyderabad,2012,137800,Diesel,Manual,First,22,1248,74,5,,220000,red,excellent,27,96,1,1,0,8
2508,Hyundai,Verna,CRDi ABS      ,Chennai,2008,120000,Diesel,Manual,Second,18,1493,110,5,,200000,white,,10,184,1,1,2,10
2509,Mercedes-Benz,E-Class,E 220 d     ,Mumbai,2018,11000,Diesel,Automatic,First,16,1950,194,5,70.55 Lakh,5650000,yellow,good,19,60,1,0,0,11
2510,BMW,3,Series 320d Luxury Line    ,Mumbai,2014,18600,Diesel,Automatic,Second,23,1995,190,5,54.43 Lakh,2100000,white,like new,2,2,1,0,2,10
2511,Hyundai,Grand,i10 CRDi Asta     ,Ahmedabad,2014,116905,Diesel,Manual,First,24,1120,70,5,,400000,white,,10,91,1,1,0,10
2512,Hyundai,i10,Sportz AT      ,Coimbatore,2011,32824,Petrol,Automatic,First,17,1197,79,5,,383000,grey,,10,209,4,0,0,5
2513,Maruti,Swift,VXi BSIV      ,Kochi,2016,19148,Petrol,Manual,First,16,1197,85,5,,589000,black,,18,169,4,1,0,0
2514,Hyundai,Santro,Xing GLS      ,Kolkata,2010,35008,Petrol,Manual,First,18,1086,62,5,,136000,white,excellent,10,159,4,1,0,10
2515,BMW,6,Series Gran Coupe     ,Delhi,2013,21000,Diesel,Automatic,Second,18,2993,313,4,,4400000,,,2,4,1,0,2,-1
2516,Maruti,SX4,Green Vxi (CNG)     ,Mumbai,2014,53000,CNG,Manual,First,22,1586,86,5,,326000,,excellent,18,155,0,1,0,-1
2517,Hyundai,Verna,1.4 VTVT      ,Bangalore,2016,36000,Petrol,Manual,First,17,1396,106,5,,800000,,good,10,184,4,1,0,-1
2518,Maruti,Swift,Dzire ZDI      ,Ahmedabad,2012,56121,Diesel,Manual,First,23,1248,74,5,,425000,white,,18,169,1,1,0,10
2519,Maruti,Swift,VDI       ,Pune,2018,30000,Diesel,Manual,First,28,1248,74,5,,600000,orange,,18,169,1,1,0,6
2520,Skoda,Octavia,2 TDI AT Style Plus   ,Kochi,2016,31021,Diesel,Automatic,First,20,1968,141,5,,1661000,silver,,25,121,1,0,0,9
2521,Renault,Duster,110PS Diesel RxL     ,Coimbatore,2013,52600,Diesel,Manual,First,20,1461,108,5,,726000,black,,24,57,1,1,0,0
2522,Mahindra,Scorpio,2.6 CRDe      ,Bangalore,2005,60000,Diesel,Manual,First,11,2179,120,8,,400000,white,good,17,161,1,1,0,10
2523,BMW,5,Series 2013-2017 520d Luxury Line   ,Ahmedabad,2016,44001,Diesel,Automatic,First,18,1995,190,5,,3451000,white,good,2,3,1,0,0,10
2524,Maruti,Wagon R,R VXI BSIII     ,Chennai,2003,101000,Petrol,Manual,Third,17,1061,64,5,,95000,yellow,good,18,189,4,1,3,11
2525,Maruti,Wagon R,LXI BSIII     ,Hyderabad,2007,84169,Petrol,Manual,First,14,1061,64,5,,220000,white,excellent,18,189,4,1,0,10
2526,Hyundai,i20,Sportz 1.2      ,Mumbai,2017,14001,Petrol,Manual,First,19,1197,82,5,,575000,silver,excellent,10,210,4,1,0,9
2527,Hyundai,Santro,Xing XO CNG     ,Pune,2005,100000,CNG,Manual,Third,17,1086,null ,5,,120000,blue,good,10,159,0,1,3,1
2528,Land,Rover,Discovery SE 3 TD6    ,Delhi,2016,59000,Diesel,Automatic,First,18,2993,255,7,1.13 Cr,3675000,silver,excellent,16,146,1,0,0,9
2529,Mercedes-Benz,New,C-Class 230 Avantgarde     ,Hyderabad,2009,29000,Petrol,Automatic,Second,12,1796,178,5,,1000000,blue,excellent,19,118,4,0,2,1
2530,BMW,5,Series 520d Sedan     ,Kochi,2014,64158,Diesel,Automatic,First,18,,,,,1789000,silver,like new,2,3,1,0,0,9
2531,Nissan,Sunny,2011-2014 Diesel XV     ,Mumbai,2012,38800,Diesel,Manual,First,22,1461,85,5,,405000,silver,excellent,22,167,1,1,0,9
2532,Audi,Q7,3 TDI quattro     ,Hyderabad,2011,98000,Diesel,Automatic,First,12,2967,241,7,,2200000,red,excellent,1,137,1,0,0,8
2533,Mercedes-Benz,CLA,200 CDI Sport     ,Coimbatore,2017,20969,Diesel,Automatic,First,18,2143,136,5,45.36 Lakh,2787000,black,excellent,19,33,1,0,0,0
2534,Maruti,Vitara,Brezza ZDi      ,Kolkata,2018,2900,Diesel,Manual,First,24,1248,89,5,10.13 Lakh,875000,,excellent,18,186,1,1,0,-1
2535,Maruti,Swift,Dzire Vdi BSIV     ,Hyderabad,2016,69000,Diesel,Manual,First,19,1248,74,5,,479000,white,excellent,18,169,1,1,0,10
2536,Skoda,Rapid,1.5 TDI Ambition     ,Coimbatore,2018,5833,Diesel,Manual,First,21,1498,108,5,14.22 Lakh,1192000,,excellent,25,142,1,1,0,-1
2537,Audi,Q7,35 TDI Quattro Technology    ,Coimbatore,2016,28733,Diesel,Automatic,Second,12,2967,241,7,,5311000,,excellent,1,137,1,0,2,-1
2538,Maruti,Wagon R,LXI      ,Jaipur,2006,145000,Petrol,Manual,First,19,998,67,5,,114999,,excellent,18,189,4,1,0,-1
2539,Honda,City,i DTEC VX Option    ,Pune,2014,71000,Diesel,Manual,First,25,1498,99,5,,745000,,excellent,9,44,1,1,0,-1
2540,Hyundai,EON,Magna Plus      ,Jaipur,2017,12000,Petrol,Manual,First,21,814,55,5,,350000,red,excellent,10,61,4,1,0,8
2541,Mercedes-Benz,E-Class,2015-2017 E350 CDI Avantgrade    ,Kochi,2018,21603,Diesel,Automatic,First,13,2987,265,5,,7015000,,excellent,19,60,1,0,0,-1
2542,Hyundai,Santro,GLS II - Euro II   ,Bangalore,2011,65000,Petrol,Manual,Second,0,,,,,315000,,excellent,10,159,4,1,2,-1
2543,BMW,3,Series 320d      ,Hyderabad,2013,58000,Diesel,Automatic,First,13,1995,170,5,,1950000,,excellent,2,2,1,0,0,-1
2544,BMW,3,Series 318i Sedan     ,Pune,2012,39000,Petrol,Automatic,Second,12,1995,154,5,,1500000,,excellent,2,2,4,0,2,-1
2545,Mahindra,NuvoSport,N8       ,Coimbatore,2017,37712,Diesel,Manual,First,17,1493,100,7,11.77 Lakh,757000,,excellent,17,120,1,1,0,-1
2546,Maruti,Ritz,VXi       ,Hyderabad,2012,68000,Petrol,Manual,First,19,1197,86,5,,440000,,excellent,18,145,4,1,0,-1
2547,BMW,X6,xDrive 40d M Sport    ,Chennai,2016,25000,Diesel,Automatic,First,16,2993,308,5,,6000000,,excellent,2,194,1,0,0,-1
2548,Chevrolet,Beat,LT       ,Kolkata,2010,30000,Petrol,Manual,First,19,1199,79,5,,160000,,excellent,4,26,4,1,0,-1
2549,Maruti,Swift,Dzire VXI      ,Pune,2014,68218,Petrol,Manual,First,19,1197,86,5,,490000,,excellent,18,169,4,1,0,-1
2550,Maruti,Ertiga,ZDI       ,Delhi,2014,52000,Diesel,Manual,First,21,1248,89,7,,595000,white,excellent,18,69,1,1,0,10
2551,Renault,Duster,85PS Diesel RxL     ,Coimbatore,2015,63591,Diesel,Manual,First,20,1461,84,5,,535000,,excellent,24,57,1,1,0,-1
2552,Honda,Amaze,VX AT i-Vtech     ,Hyderabad,2014,57937,Petrol,Automatic,First,16,1198,87,5,,540000,,excellent,9,16,4,0,0,-1
2553,Audi,A4,2 TDI Premium Sport Limited Edition  ,Coimbatore,2015,21979,Diesel,Automatic,First,17,1968,174,5,,2345000,green,good,1,10,1,0,0,4
2554,Skoda,Octavia,Ambiente 1.9 TDI MT    ,Hyderabad,2002,99000,Diesel,Manual,Second,19,1896,66,5,,190000,black,excellent,25,121,1,1,2,0
2555,Honda,Amaze,E i-Dtech      ,Pune,2016,62000,Diesel,Manual,First,26,1498,99,5,,610000,,fair,9,16,1,1,0,-1
2556,Toyota,Innova,2.5 EV Diesel MS 8 Str BSIII ,Mumbai,2006,127001,Diesel,Manual,First,13,2494,102,8,,495000,red,,28,98,1,1,0,8
2557,Hyundai,EON,D Lite Plus     ,Hyderabad,2013,84600,Petrol,Manual,Second,21,814,55,5,,250000,,,10,61,4,1,2,-1
2558,Datsun,redi-GO,T Option      ,Kochi,2018,30953,Petrol,Manual,First,23,799,54,5,4.05 Lakh,348000,yellow,,5,211,4,1,0,11
2559,Maruti,Swift,VDI       ,Chennai,2012,78000,Diesel,Manual,First,23,1248,74,5,,440000,,,18,169,1,1,0,-1
2560,Mitsubishi,Pajero,2.8 GLX Sports     ,Hyderabad,2008,85000,Diesel,Manual,First,10,2835,119,6,,799000,yellow,,21,126,1,1,0,11
2561,Volvo,S80,D5       ,Hyderabad,2008,79000,Diesel,Automatic,First,13,2400,215,5,,1099000,white,,30,151,1,0,0,10
2562,Toyota,Fortuner,4x2 AT      ,Delhi,2014,79000,Diesel,Automatic,First,13,2982,169,7,,1850000,green,,28,79,1,0,0,4
2563,Jeep,Compass,2 Limited 4X4     ,Coimbatore,2018,48188,Diesel,Manual,First,16,1956,170,5,26.95 Lakh,2169000,white,excellent,14,48,1,1,0,10
2564,Maruti,Swift,Dzire VDI      ,Coimbatore,2014,67557,Diesel,Manual,First,23,1248,74,5,,517000,yellow,excellent,18,169,1,1,0,11
2565,Hyundai,Verna,1.6 SX      ,Delhi,2011,103814,Diesel,Manual,Second,22,1582,126,5,,450000,red,excellent,10,184,1,1,2,8
2566,Mahindra,Scorpio,VLX 2WD BSIV     ,Kolkata,2014,45128,Diesel,Manual,First,12,2179,120,8,,675000,grey,excellent,17,161,1,1,0,5
2567,Hyundai,i10,Era       ,Kochi,2013,56075,Petrol,Manual,First,20,1086,68,5,,312000,black,excellent,10,209,4,1,0,0
2568,Toyota,Innova,2.5 G (Diesel) 8 Seater   ,Hyderabad,2011,166000,Diesel,Manual,First,13,2494,101,8,,825000,white,excellent,28,98,1,1,0,10
2569,Toyota,Innova,Crysta 2.8 ZX AT    ,Coimbatore,2017,65367,Diesel,Automatic,First,11,2755,172,7,28.05 Lakh,2014000,white,,28,98,1,0,0,10
2570,Toyota,Innova,2.5 G (Diesel) 8 Seater   ,Hyderabad,2013,114708,Diesel,Manual,First,13,2494,100,8,,1260000,silver,,28,98,1,1,0,9
2571,Maruti,Swift,Dzire ZDI      ,Kochi,2015,35082,Diesel,Manual,First,23,1248,74,5,,661000,red,good,18,169,1,1,0,8
2572,Hyundai,Creta,1.6 CRDi AT SX Plus   ,Kochi,2016,38593,Diesel,Automatic,First,17,1582,126,5,,1323000,brown,like new,10,53,1,0,0,2
2573,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV ,Mumbai,2008,70700,Diesel,Manual,First,13,2494,100,8,,475000,brown,excellent,28,98,1,1,0,2
2574,Volkswagen,Vento,Diesel Highline      ,Mumbai,2011,83000,Diesel,Manual,Second,21,1598,104,5,,290000,,,29,181,1,1,2,-1
2575,Chevrolet,Tavera,LS B3 10 Seats BSIII   ,Hyderabad,2015,120000,Diesel,Manual,First,15,2499,80,10,,550000,,good,4,172,1,1,0,-1
2576,Mahindra,Ssangyong,Rexton RX7      ,Kochi,2014,91586,Diesel,Automatic,Second,11,2696,184,7,,947000,silver,good,17,165,1,0,2,9
2577,Hyundai,i10,Magna       ,Mumbai,2008,38235,Petrol,Manual,First,20,1197,79,5,,195000,grey,like new,10,209,4,1,0,5
2578,Hyundai,i10,Sportz 1.2      ,Kolkata,2011,37000,Petrol,Manual,First,20,1197,79,5,,220000,blue,excellent,10,209,4,1,0,1
2579,Hyundai,Santro,Xing XG eRLX Euro III   ,Mumbai,2006,50888,Petrol,Manual,First,17,1086,null ,5,,114999,yellow,fair,10,159,4,1,0,11
2580,Honda,Amaze,S i-Vtech      ,Bangalore,2013,44000,Petrol,Manual,Second,18,1198,87,5,,434999,brown,good,9,16,4,1,2,2
2581,Maruti,Celerio,ZXI AT      ,Pune,2016,54000,Petrol,Automatic,First,23,998,67,5,,450000,silver,fair,18,42,4,0,0,9
2582,Hyundai,Grand,i10 Asta      ,Chennai,2013,90000,Petrol,Manual,First,19,1197,82,5,,355000,silver,good,10,91,4,1,0,9
2583,Maruti,Swift,Dzire VDi      ,Kolkata,2015,35000,Diesel,Manual,First,19,1248,74,5,,475000,grey,good,18,169,1,1,0,5
2584,Hyundai,i10,Sportz       ,Coimbatore,2012,47324,Petrol,Manual,Second,20,1197,79,5,,451999,,good,10,209,4,1,2,-1
2585,BMW,X1,sDrive 20d Exclusive     ,Mumbai,2012,65148,Diesel,Automatic,First,15,1995,177,5,,1275000,black,good,2,191,1,0,0,0
2586,Audi,A4,2 TDI 177  Premium Plus  ,Coimbatore,2014,57773,Diesel,Automatic,Second,17,1968,174,5,,2004000,silver,good,1,10,1,0,2,9
2587,Nissan,Terrano,XL 85 PS     ,Bangalore,2014,87000,Diesel,Manual,First,20,1461,84,5,,650000,silver,like new,22,174,1,1,0,9
2588,Mitsubishi,Montero,3.2 GLS      ,Chennai,2007,179032,Diesel,Manual,First,12,3200,199,7,,750000,blue,like new,21,115,1,1,0,1
2589,Maruti,Wagon R,R VXI AMT     ,Mumbai,2016,8000,Petrol,Automatic,First,23,998,67,5,6.14 Lakh,415000,red,,18,189,4,0,0,8
2590,Honda,Civic,2006-2010 1.8 (E) MT    ,Hyderabad,2007,77000,Petrol,Manual,First,14,1799,130,5,,250000,,excellent,9,45,4,1,0,-1
2591,Hyundai,i20,2015-2017 Magna 1.2     ,Pune,2016,20600,Petrol,Manual,First,19,1197,82,5,,540000,grey,like new,10,210,4,1,0,5
2592,Maruti,Alto,K10 VXI      ,Mumbai,2016,13198,Petrol,Manual,First,24,998,67,5,4.82 Lakh,315000,red,,18,15,4,1,0,8
2593,Audi,Q7,35 TDI Quattro Technology    ,Bangalore,2015,21000,Diesel,Automatic,Second,12,2967,241,7,,5250000,,good,1,137,1,0,2,-1
2594,Hyundai,i20,Sportz Option 1.2     ,Delhi,2016,38000,Petrol,Manual,First,19,1197,82,5,,595000,,,10,210,4,1,0,-1
2595,Tata,Tiago,AMT 1.2 Revotron XZA    ,Coimbatore,2019,15379,Petrol,Automatic,First,24,1199,84,5,7.17 Lakh,697000,silver,,27,176,4,0,0,9
2596,Hyundai,i10,Sportz 1.2      ,Hyderabad,2011,60000,Petrol,Manual,First,20,1197,79,5,,320000,,good,10,209,4,1,0,-1
2597,Hyundai,Santro,Xing XP      ,Pune,2007,70000,Petrol,Manual,First,0,1086,null ,5,,112000,blue,excellent,10,159,4,1,0,1
2598,Renault,Duster,85PS Diesel RxL Optional    ,Bangalore,2013,75371,Diesel,Manual,First,20,1461,84,5,,669000,black,excellent,24,57,1,1,0,0
2599,Tata,Xenon,XT EX 4X4     ,Bangalore,2014,60000,Diesel,Manual,Second,13,2179,138,5,,590000,brown,,27,203,1,1,2,2
2600,Hyundai,i20,Magna       ,Kolkata,2009,30675,Petrol,Manual,First,19,1197,80,5,,225000,silver,like new,10,210,4,1,0,9
2601,Maruti,Swift,Dzire VDI      ,Kolkata,2013,22000,Diesel,Manual,First,23,1248,74,5,,450000,custom,good,18,169,1,1,0,3
2602,Hyundai,EON,Magna       ,Pune,2015,55000,Petrol,Manual,First,22,814,55,5,,261000,black,excellent,10,61,4,1,0,0
2603,Mercedes-Benz,New,C-Class 220 CDI AT    ,Jaipur,2010,74213,Diesel,Automatic,First,15,2143,170,5,,1150000,white,good,19,118,1,0,0,10
2604,Mini,Cooper,Convertible S      ,Mumbai,2016,15000,Petrol,Automatic,First,17,1998,189,4,44.28 Lakh,3500000,brown,like new,20,50,4,0,0,2
2605,Tata,Nano,Cx       ,Jaipur,2010,57000,Petrol,Manual,First,26,624,35,4,,50000,black,,27,117,4,1,0,0
2606,Maruti,Ciaz,ZDi Plus      ,Kolkata,2015,62144,Diesel,Manual,Second,26,1248,89,5,,575000,silver,,18,43,1,1,2,9
2607,Hyundai,Verna,CRDi 1.6 SX Option    ,Pune,2017,50000,Diesel,Manual,First,22,1582,126,5,15.72 Lakh,1150000,,excellent,10,184,1,1,0,-1
2608,Hyundai,EON,Era Plus      ,Jaipur,2015,38000,Petrol,Manual,First,21,814,55,5,,275000,silver,like new,10,61,4,1,0,9
2609,BMW,5,Series 2013-2017 520d Luxury Line   ,Chennai,2016,30000,Diesel,Automatic,Second,18,1995,190,5,,3150000,green,excellent,2,3,1,0,2,4
2610,Honda,Brio,S MT      ,Kochi,2016,38735,Petrol,Manual,First,19,1198,87,5,,492000,yellow,like new,9,31,4,1,0,11
2611,Maruti,Ritz,VDi       ,Pune,2012,23598,Diesel,Manual,First,23,1248,74,5,,352000,white,like new,18,145,1,1,0,10
2612,BMW,3,Series 320d Prestige     ,Chennai,2014,70000,Diesel,Automatic,First,19,1995,184,5,,1755000,blue,excellent,2,2,1,0,0,1
2613,Maruti,Swift,Dzire LDI      ,Pune,2016,39000,Diesel,Manual,First,27,1248,74,5,,580000,white,excellent,18,169,1,1,0,10
2614,Maruti,Swift,Dzire VDI      ,Hyderabad,2013,84175,Diesel,Manual,First,23,1248,74,5,,695000,blue,,18,169,1,1,0,1
2615,Renault,Scala,RxL       ,Kolkata,2013,45000,Petrol,Manual,First,17,1498,98,5,,240000,white,excellent,24,160,4,1,0,10
2616,Chevrolet,Cruze,LTZ AT      ,Mumbai,2013,59302,Diesel,Automatic,First,14,1998,164,5,,525000,,excellent,4,55,1,0,0,-1
2617,Maruti,Swift,Dzire ZXi      ,Ahmedabad,2012,55002,Petrol,Manual,First,18,1298,86,5,,425000,,like new,18,169,4,1,0,-1
2618,Tata,Indigo,CS LX (TDI) BS III   ,Jaipur,2008,128813,Diesel,Manual,First,19,1396,69,5,,150000,black,,27,97,1,1,0,0
2619,Hyundai,Grand,i10 CRDi Sportz     ,Jaipur,2016,46522,Diesel,Manual,First,24,1120,70,5,,450000,,,10,91,1,1,0,-1
2620,Tata,Indica,Vista Quadrajet LS     ,Pune,2014,180000,Diesel,Manual,First,22,1248,74,5,,250000,,,27,96,1,1,0,-1
2621,Ford,Fiesta,1.4 TDCi EXI     ,Chennai,2006,89326,Diesel,Manual,Third,18,1399,68,5,,155000,,,8,76,1,1,3,-1
2622,Renault,Duster,85PS Diesel RxE     ,Pune,2016,54000,Diesel,Manual,First,20,1461,84,5,11.27 Lakh,650000,,,24,57,1,1,0,-1
2623,BMW,5,Series 520d Sedan     ,Pune,2012,95000,Diesel,Automatic,Second,18,,,,,1800000,,,2,3,1,0,2,-1
2624,Hyundai,Grand,i10 CRDi SportZ Edition    ,Kochi,2015,66337,Diesel,Manual,First,24,1120,70,5,,496000,black,good,10,91,1,1,0,0
2625,Honda,Brio,S MT      ,Bangalore,2012,60000,Petrol,Manual,First,19,1198,87,5,,325000,,,9,31,4,1,0,-1
2626,Audi,A4,1.8 TFSI      ,Kolkata,2010,38001,Petrol,Automatic,First,12,1781,163,5,,850000,,,1,10,4,0,0,-1
2627,Maruti,Alto,800 2016-2019 LXI     ,Bangalore,2014,73000,Petrol,Manual,Second,25,796,47,5,,275000,,,18,15,4,1,2,-1
2628,Hyundai,Verna,Transform SX VTVT     ,Bangalore,2011,61000,Petrol,Manual,Second,16,1599,103,5,,340000,,,10,184,4,1,2,-1
2629,Maruti,Ertiga,ZDI       ,Hyderabad,2013,120000,Diesel,Manual,First,21,1248,89,7,,700000,,,18,69,1,1,0,-1
2630,Chevrolet,Optra,Magnum 1.6 LT ABS BS3   ,Kochi,2012,71787,Petrol,Manual,First,13,1598,103,5,,321000,,,4,124,4,1,0,-1
2631,Hyundai,Creta,1.6 CRDi SX Option    ,Coimbatore,2016,11554,Diesel,Manual,First,20,1582,126,5,,1425000,,,10,53,1,1,0,-1
2632,Volkswagen,Vento,1.5 TDI Highline     ,Hyderabad,2014,90000,Diesel,Manual,First,20,1498,103,5,,650000,black,excellent,29,181,1,1,0,0
2633,Honda,City,i VTEC SV     ,Kolkata,2014,48104,Petrol,Manual,First,17,1497,117,5,,549000,,,9,44,4,1,0,-1
2634,Hyundai,Getz,GLS ABS      ,Pune,2005,91000,Petrol,Manual,Third,17,1341,83,5,,80000,purple,fair,10,90,4,1,3,7
2635,Hyundai,Santro,Xing XG eRLX Euro III   ,Kochi,2007,58815,Petrol,Manual,First,17,1086,null ,5,,199000,grey,,10,159,4,1,0,5
2636,Hyundai,Grand,i10 AT Asta     ,Coimbatore,2015,33931,Petrol,Automatic,Second,19,1197,82,5,,591000,white,good,10,91,4,0,2,10
2637,Hyundai,Grand,i10 1.2 Kappa Sportz Option   ,Coimbatore,2019,13916,Petrol,Manual,First,19,1197,82,5,,644000,blue,fair,10,91,4,1,0,1
2638,Maruti,Wagon R,LXI CNG     ,Pune,2012,90400,CNG,Manual,First,26,998,58,5,,290000,,excellent,18,189,0,1,0,-1
2639,Hyundai,Grand,i10 Sportz      ,Jaipur,2015,14000,Petrol,Manual,First,19,1197,82,5,,459999,blue,,10,91,4,1,0,1
2640,Maruti,Swift,VDI BSIV      ,Pune,2007,121000,Diesel,Manual,Second,18,1248,null ,5,,235000,,excellent,18,169,1,1,2,-1
2641,Hyundai,i20,Asta 1.2      ,Coimbatore,2016,17560,Petrol,Manual,First,19,1197,82,5,,721000,,,10,210,4,1,0,-1
2642,Renault,Duster,85PS Diesel RxL     ,Pune,2016,60000,Diesel,Manual,First,20,1461,84,5,,800000,white,excellent,24,57,1,1,0,10
2643,Maruti,Swift,Dzire VDi      ,Hyderabad,2009,88096,Diesel,Manual,Second,19,1248,74,5,,350000,,excellent,18,169,1,1,2,-1
2644,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV ,Pune,2008,178280,Diesel,Manual,First,13,2494,102,8,,590000,,excellent,28,98,1,1,0,-1
2645,Tata,Nano,Twist XT      ,Coimbatore,2015,19963,Petrol,Manual,Second,25,624,38,4,,174000,,excellent,27,117,4,1,2,-1
2646,Ford,Figo,2015-2019 1.2P Sports Edition MT   ,Mumbai,2019,1000,Petrol,Manual,First,18,1196,87,5,,680000,,excellent,8,77,4,1,0,-1
2647,Hyundai,i20,1.2 Asta Option     ,Jaipur,2017,8000,Petrol,Manual,First,19,1197,82,5,,750000,red,good,10,210,4,1,0,8
2648,Honda,BRV,i-VTEC V MT     ,Pune,2016,9200,Petrol,Manual,First,15,1497,117,7,13.58 Lakh,800000,,excellent,9,24,4,1,0,-1
2649,Honda,Amaze,S Diesel      ,Hyderabad,2015,29000,Diesel,Manual,First,27,1498,99,5,9.09 Lakh,599000,,excellent,9,16,1,1,0,-1
2650,Hyundai,Creta,1.6 CRDi SX     ,Mumbai,2017,27000,Diesel,Manual,First,20,1582,126,5,,1290000,,excellent,10,53,1,1,0,-1
2651,Maruti,Baleno,Zeta 1.2      ,Delhi,2018,22900,Petrol,Manual,First,21,1197,83,5,,700000,,excellent,18,25,4,1,0,-1
2652,Audi,Q5,2 TDI Technology     ,Hyderabad,2014,50000,Diesel,Automatic,First,14,1968,174,5,,3500000,,excellent,1,136,1,0,0,-1
2653,Honda,Amaze,S i-DTEC      ,Jaipur,2015,60207,Diesel,Manual,First,26,1498,99,5,,550000,,excellent,9,16,1,1,0,-1
2654,BMW,X5,3.0d       ,Coimbatore,2010,101119,Diesel,Automatic,First,11,2993,235,5,,1846000,,excellent,2,193,1,0,0,-1
2655,Ford,Figo,Petrol Titanium      ,Jaipur,2010,42000,Petrol,Manual,First,16,1196,70,5,,240000,,excellent,8,77,4,1,0,-1
2656,Maruti,Wagon R,R VXI      ,Pune,2002,93000,Petrol,Manual,Third,19,998,67,5,,100000,white,,18,189,4,1,3,10
2657,Hyundai,i10,Era       ,Ahmedabad,2012,60000,Petrol,Manual,Second,20,1086,68,5,,265000,silver,,10,209,4,1,2,9
2658,Skoda,Rapid,1.5 TDI AT Elegance    ,Kochi,2015,66122,Diesel,Automatic,First,22,1498,104,5,,596000,,excellent,25,142,1,0,0,-1
2659,Porsche,Panamera,Diesel       ,Kolkata,2015,25100,Diesel,Automatic,First,18,2967,300,4,,7500000,,,23,127,1,0,0,-1
2660,Mercedes-Benz,CLA,200 Sport Edition     ,Kochi,2017,24733,Petrol,Automatic,First,15,1991,183,5,,2715000,,,19,33,4,0,0,-1
2661,Audi,A6,2.8 FSI      ,Ahmedabad,2008,41000,Petrol,Automatic,Second,10,2773,201,5,,1050000,,,1,11,4,0,2,-1
2662,Maruti,Ciaz,ZXi Plus      ,Chennai,2015,30000,Petrol,Manual,First,21,1373,91,5,,670000,,,18,43,4,1,0,-1
2663,Ford,Ecosport,1.5 DV5 MT Titanium    ,Kolkata,2013,36000,Diesel,Manual,First,23,1498,90,5,,490000,,,8,63,1,1,0,-1
2664,Mahindra,Bolero,mHAWK D70 ZLX     ,Hyderabad,2017,40279,Diesel,Manual,First,17,1493,70,7,,800000,,,17,28,1,1,0,-1
2665,Maruti,Alto,K10 VXI      ,Kochi,2018,46805,Petrol,Manual,First,24,998,67,5,4.09 Lakh,363000,black,excellent,18,15,4,1,0,0
2666,Maruti,Swift,Dzire 1.2 Vxi BSIV    ,Mumbai,2015,60000,Petrol,Manual,First,18,1197,86,5,,480000,black,,18,169,4,1,0,0
2667,Tata,Zest,Revotron 1.2T XE     ,Mumbai,2017,100000,Petrol,Manual,First,18,1193,89,5,6.83 Lakh,425000,,,27,208,4,1,0,-1
2668,Maruti,Swift,1.3 VXi      ,Kolkata,2014,32986,Petrol,Manual,First,16,,,,,424000,,,18,169,4,1,0,-1
2669,Ford,Endeavour,3.2 Trend AT 4X4    ,Coimbatore,2018,51530,Diesel,Automatic,First,11,3198,197,7,,3027000,grey,,8,67,1,0,0,5
2670,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC   ,Jaipur,2013,81456,Diesel,Manual,First,16,2148,170,5,,1425000,grey,fair,19,118,1,1,0,5
2671,Hyundai,i10,Sportz AT      ,Ahmedabad,2012,37229,Petrol,Automatic,First,17,1197,79,5,,341000,,good,10,209,4,0,0,-1
2672,Honda,City,1.5 S MT     ,Delhi,2009,73200,Petrol,Manual,First,17,1497,118,5,,278000,black,good,9,44,4,1,0,0
2673,Skoda,Octavia,Elegance 2 TDI AT    ,Ahmedabad,2015,71826,Diesel,Automatic,First,19,1968,141,5,,1550000,,,25,121,1,0,0,-1
2674,Tata,Indica,V2 eLS      ,Chennai,2017,129000,Diesel,Manual,First,25,1396,69,5,,300000,,,27,96,1,1,0,-1
2675,Maruti,Wagon R,R VXi BSII     ,Pune,2012,82000,Petrol,Manual,First,19,998,67,5,,229999,black,,18,189,4,1,0,0
